transaction_id;date;customer_id;product_id;quantity;campaign_id
634;18/5/23;C1040;P119;3;MC1003
635;30/5/23;C1038;P118;5;MC1003
636;6/10/23;C1046;P107;9;MC1002
637;18/10/23;C1040;P109;10;MC1004
638;12/7/23;C1041;P105;1;MC1002
639;25/6/23;C1019;P104;8;MC1004
640;5/1/23;C1018;P114;4;MC1003
641;15/12/23;C1007;P107;8;MC1002
642;27/12/23;C1025;P115;9;MC1003
643;28/10/23;C1048;P108;8;MC1003
644;25/11/23;C1042;P112;9;MC1001
645;7/10/23;C1007;P112;3;MC1005
646;13/6/23;C1021;P115;2;MC1002
647;25/2/23;C1009;P104;8;MC1005
648;20/8/23;C1035;P118;7;MC1005
649;14/7/23;C1044;P119;10;MC1001
650;6/12/23;C1008;P109;7;MC1001
651;3/6/23;C1011;P118;2;MC1004
652;2/11/23;C1014;P112;1;MC1004
653;12/12/23;C1042;P111;8;MC1004
654;5/8/23;C1048;P118;5;MC1005
655;16/2/23;C1032;P120;2;MC1001
656;12/3/23;C1002;P106;2;MC1005
657;20/4/23;C1032;P115;1;MC1001
658;7/6/23;C1050;P116;6;MC1003
659;22/12/23;C1020;P108;9;MC1004
660;11/9/23;C1044;P104;2;MC1005
661;26/6/23;C1015;P101;4;MC1002
662;17/8/23;C1044;P115;10;MC1004
663;1/11/23;C1047;P114;4;MC1002
664;18/7/23;C1032;P114;2;MC1005
665;3/12/23;C1004;P110;4;MC1005
666;23/7/23;C1012;P107;1;MC1005
667;9/5/23;C1005;P112;9;MC1003
668;21/10/23;C1001;P102;4;MC1002
669;9/8/23;C1026;P116;8;MC1003
670;21/6/23;C1039;P101;6;MC1002
671;8/4/23;C1048;P111;3;MC1001
672;8/9/23;C1043;P119;1;MC1001
673;13/2/23;C1043;P103;1;MC1001
674;17/4/23;C1001;P108;2;MC1004
675;16/2/23;C1014;P119;10;MC1004
676;2/8/23;C1024;P115;2;MC1003
677;23/9/23;C1022;P108;9;MC1001
678;5/1/23;C1038;P112;1;MC1005
679;19/2/23;C1026;P108;2;MC1003
680;11/2/23;C1045;P105;6;MC1005
681;29/12/23;C1012;P111;7;MC1004
682;26/10/23;C1036;P113;8;MC1002
683;11/3/23;C1024;P106;4;MC1004
684;2/12/23;C1042;P113;1;MC1003
685;4/1/23;C1042;P110;8;MC1005
686;4/9/23;C1009;P101;10;MC1002
687;24/5/23;C1013;P116;2;MC1001
688;26/8/23;C1004;P115;7;MC1003
689;4/11/23;C1049;P119;3;MC1001
690;7/11/23;C1024;P107;8;MC1004
691;22/11/23;C1009;P102;6;MC1005
692;17/5/23;C1015;P106;6;MC1001
693;10/8/23;C1039;P101;7;MC1005
694;15/11/23;C1017;P103;3;MC1004
695;23/7/23;C1047;P107;7;MC1004
696;2/8/23;C1022;P104;3;MC1003
697;3/10/23;C1019;P118;4;MC1002
698;14/5/23;C1049;P106;5;MC1001
699;9/11/23;C1004;P107;10;MC1001
700;24/10/23;C1031;P110;5;MC1002
701;4/6/23;C1040;P112;1;MC1004
702;6/6/23;C1037;P106;9;MC1005
703;1/8/23;C1015;P113;10;MC1002
704;10/5/23;C1010;P115;6;MC1005
705;29/7/23;C1003;P115;3;MC1003
706;7/12/23;C1032;P114;7;MC1003
707;21/8/23;C1020;P111;10;MC1004
708;9/5/23;C1026;P107;7;MC1002
709;2/8/23;C1017;P102;5;MC1003
710;16/6/23;C1024;P112;5;MC1002
711;2/2/23;C1008;P104;10;MC1003
712;25/10/23;C1046;P103;5;MC1004
713;31/7/23;C1021;P109;9;MC1005
714;18/6/23;C1033;P111;6;MC1002
715;15/4/23;C1024;P104;4;MC1001
716;22/5/23;C1016;P110;6;MC1002
717;25/7/23;C1024;P109;1;MC1005
718;9/11/23;C1021;P112;8;MC1001
719;16/6/23;C1017;P117;2;MC1004
720;10/10/23;C1033;P111;1;MC1003
721;27/4/23;C1021;P104;1;MC1001
722;11/4/23;C1042;P107;2;MC1002
723;11/6/23;C1038;P106;9;MC1004
724;8/2/23;C1010;P118;7;MC1002
725;11/2/23;C1006;P101;7;MC1002
726;2/10/23;C1018;P106;9;MC1004
727;1/12/23;C1050;P107;2;MC1004
728;16/4/23;C1009;P113;7;MC1001
729;21/8/23;C1011;P104;4;MC1002
730;18/12/23;C1021;P102;7;MC1001
731;14/10/23;C1004;P114;10;MC1004
732;13/11/23;C1026;P106;4;MC1001
733;24/1/23;C1015;P113;7;MC1001
734;8/9/23;C1014;P101;5;MC1002
735;26/10/23;C1039;P103;4;MC1002
736;15/3/23;C1021;P105;3;MC1001
737;18/3/23;C1022;P112;2;MC1005
738;17/7/23;C1024;P110;7;MC1003
739;19/4/23;C1017;P101;9;MC1002
740;9/6/23;C1046;P109;1;MC1003
741;19/2/23;C1002;P104;9;MC1003
742;11/5/23;C1042;P101;8;MC1005
743;31/8/23;C1003;P113;4;MC1005
744;4/9/23;C1012;P106;1;MC1004
745;7/9/23;C1049;P118;2;MC1004
746;17/12/23;C1044;P106;3;MC1003
747;9/8/23;C1028;P106;10;MC1004
748;23/6/23;C1044;P109;10;MC1005
749;5/9/23;C1029;P111;9;MC1001
750;12/6/23;C1040;P112;6;MC1004
751;20/7/23;C1015;P115;4;MC1002
752;24/4/23;C1014;P118;2;MC1005
753;9/12/23;C1009;P101;6;MC1002
754;18/11/23;C1039;P114;6;MC1002
755;13/4/23;C1040;P119;4;MC1001
756;13/3/23;C1020;P114;8;MC1005
757;1/10/23;C1003;P105;2;MC1003
758;30/4/23;C1022;P109;7;MC1005
759;22/11/23;C1007;P101;10;MC1002
760;30/6/23;C1023;P105;9;MC1005
761;15/2/23;C1045;P111;10;MC1002
762;1/9/23;C1028;P116;5;MC1003
763;14/9/23;C1030;P117;2;MC1001
764;28/1/23;C1005;P108;8;MC1002
765;12/1/23;C1049;P107;7;MC1005
766;20/8/23;C1023;P106;7;MC1001
767;5/11/23;C1044;P116;7;MC1004
768;28/8/23;C1022;P106;2;MC1002
769;18/11/23;C1008;P120;6;MC1005
770;17/3/23;C1044;P102;3;MC1003
771;14/1/23;C1015;P102;4;MC1002
772;9/1/23;C1042;P110;7;MC1003
773;19/11/23;C1001;P106;10;MC1005
774;11/3/23;C1013;P107;6;MC1003
775;26/7/23;C1014;P105;4;MC1004
776;12/10/23;C1027;P104;7;MC1003
777;26/3/23;C1045;P120;1;MC1005
778;12/3/23;C1006;P104;7;MC1002
779;9/8/23;C1024;P120;9;MC1002
780;10/12/23;C1002;P109;5;MC1001
781;20/4/23;C1014;P109;10;MC1001
782;8/4/23;C1013;P103;1;MC1005
783;16/4/23;C1019;P108;3;MC1002
784;7/9/23;C1024;P115;10;MC1004
785;3/5/23;C1002;P119;9;MC1002
786;21/8/23;C1043;P114;2;MC1002
787;30/12/23;C1029;P102;8;MC1002
788;11/2/23;C1031;P104;5;MC1003
789;26/10/23;C1025;P102;5;MC1001
790;16/6/23;C1006;P116;5;MC1001
791;18/1/23;C1014;P106;4;MC1004
792;7/11/23;C1045;P104;6;MC1004
793;24/10/23;C1001;P103;1;MC1005
794;14/10/23;C1031;P106;2;MC1001
795;14/3/23;C1034;P105;8;MC1003
796;18/2/23;C1004;P118;4;MC1002
797;1/11/23;C1012;P105;8;MC1004
798;28/10/23;C1010;P106;1;MC1004
799;12/11/23;C1008;P104;10;MC1002
800;6/1/23;C1015;P118;10;MC1003
801;30/6/23;C1046;P103;8;MC1005
802;30/7/23;C1006;P118;3;MC1003
803;25/12/23;C1048;P115;1;MC1005
804;7/10/23;C1023;P115;5;MC1005
805;22/7/23;C1004;P105;10;MC1002
806;22/6/23;C1011;P120;4;MC1005
807;4/3/23;C1009;P119;2;MC1005
808;25/10/23;C1003;P116;10;MC1003
809;6/4/23;C1001;P101;2;MC1002
810;15/10/23;C1009;P118;4;MC1005
811;12/2/23;C1005;P120;5;MC1005
812;23/4/23;C1048;P103;9;MC1001
813;23/3/23;C1035;P112;3;MC1005
814;8/6/23;C1017;P103;6;MC1003
815;27/8/23;C1041;P119;3;MC1001
816;19/10/23;C1032;P117;1;MC1002
817;28/4/23;C1044;P114;1;MC1005
818;14/4/23;C1021;P105;2;MC1004
819;24/5/23;C1021;P109;9;MC1005
820;9/12/23;C1026;P111;3;MC1001
821;7/4/23;C1003;P108;3;MC1005
822;6/6/23;C1015;P119;1;MC1005
823;21/10/23;C1016;P111;5;MC1002
824;3/8/23;C1002;P119;5;MC1001
825;29/9/23;C1041;P112;2;MC1004
826;24/11/23;C1043;P104;10;MC1004
827;2/1/23;C1018;P117;9;MC1005
828;2/8/23;C1044;P112;2;MC1003
829;15/4/23;C1038;P119;3;MC1002
830;11/2/23;C1034;P114;10;MC1005
831;14/1/23;C1042;P104;2;MC1002
832;11/3/23;C1002;P111;2;MC1004
833;24/9/23;C1034;P101;10;MC1005
834;31/10/23;C1006;P107;8;MC1004
835;12/3/23;C1049;P102;2;MC1001
836;3/10/23;C1033;P120;2;MC1004
837;28/1/23;C1050;P104;10;MC1004
838;17/2/23;C1050;P101;6;MC1004
839;18/1/23;C1049;P106;7;MC1002
840;31/12/23;C1035;P116;2;MC1002
841;18/3/23;C1050;P101;5;MC1001
842;3/8/23;C1016;P113;7;MC1001
843;12/1/23;C1002;P120;1;MC1005
844;13/1/23;C1022;P103;8;MC1005
845;20/4/23;C1021;P103;10;MC1003
846;30/7/23;C1026;P114;5;MC1005
847;31/7/23;C1038;P105;3;MC1004
848;3/9/23;C1046;P120;9;MC1001
849;10/10/23;C1038;P119;10;MC1004
850;25/2/23;C1025;P114;7;MC1003
851;2/1/23;C1044;P120;5;MC1002
852;12/5/23;C1021;P102;6;MC1004
853;25/7/23;C1043;P110;10;MC1001
854;17/8/23;C1045;P113;3;MC1002
855;9/12/23;C1050;P112;8;MC1005
856;15/9/23;C1048;P103;2;MC1002
857;22/6/23;C1043;P107;2;MC1003
858;25/9/23;C1024;P107;9;MC1003
859;3/3/23;C1026;P104;9;MC1002
860;13/3/23;C1019;P109;3;MC1002
861;6/7/23;C1010;P115;2;MC1002
862;25/11/23;C1002;P114;3;MC1005
863;5/11/23;C1035;P115;6;MC1004
864;3/10/23;C1021;P104;3;MC1002
865;9/2/23;C1002;P111;5;MC1002
866;24/9/23;C1017;P102;2;MC1001
867;22/3/23;C1016;P113;7;MC1001
868;2/3/23;C1021;P102;3;MC1002
869;28/12/23;C1024;P107;1;MC1005
870;4/10/23;C1045;P101;3;MC1002
871;11/7/23;C1025;P101;1;MC1005
872;13/5/23;C1011;P108;8;MC1003
873;22/7/23;C1008;P119;9;MC1003
874;25/3/23;C1047;P105;10;MC1004
875;5/5/23;C1021;P109;3;MC1005
876;28/2/23;C1046;P113;8;MC1005
877;15/3/23;C1041;P112;10;MC1002
878;13/10/23;C1028;P111;10;MC1002
879;31/1/23;C1001;P103;10;MC1005
880;6/9/23;C1029;P109;1;MC1004
881;9/11/23;C1031;P113;9;MC1004
882;16/6/23;C1008;P115;1;MC1001
883;8/6/23;C1038;P108;4;MC1001
884;18/1/23;C1028;P113;9;MC1005
885;25/4/23;C1027;P110;4;MC1003
886;9/2/23;C1013;P108;3;MC1001
887;24/12/23;C1032;P111;9;MC1004
888;21/6/23;C1029;P106;2;MC1004
889;21/1/23;C1017;P110;6;MC1004
890;18/3/23;C1034;P109;5;MC1004
891;5/2/23;C1037;P108;7;MC1002
892;26/2/23;C1004;P116;10;MC1004
893;7/9/23;C1022;P108;8;MC1002
894;7/9/23;C1038;P117;10;MC1001
895;24/10/23;C1036;P109;7;MC1001
896;21/4/23;C1046;P111;2;MC1002
897;11/10/23;C1017;P112;5;MC1005
898;11/3/23;C1016;P101;1;MC1003
899;29/12/23;C1012;P114;6;MC1003
900;15/5/23;C1024;P107;8;MC1003
901;2/4/23;C1026;P120;9;MC1004
902;26/3/23;C1022;P101;8;MC1003
903;11/1/23;C1012;P107;1;MC1005
904;26/5/23;C1032;P109;1;MC1003
905;19/6/23;C1032;P111;3;MC1003
906;27/5/23;C1027;P120;6;MC1005
907;21/11/23;C1013;P109;6;MC1004
908;1/11/23;C1009;P119;6;MC1002
909;21/6/23;C1043;P116;9;MC1002
910;5/8/23;C1025;P110;10;MC1005
911;31/8/23;C1011;P116;8;MC1002
912;9/12/23;C1037;P111;3;MC1005
913;22/12/23;C1045;P120;3;MC1001
914;11/4/23;C1022;P114;3;MC1005
915;26/1/23;C1023;P105;2;MC1004
916;15/8/23;C1002;P119;9;MC1004
917;26/6/23;C1022;P116;7;MC1001
918;19/6/23;C1025;P106;10;MC1001
919;2/4/23;C1027;P114;5;MC1003
920;30/11/23;C1043;P103;4;MC1002
921;11/10/23;C1047;P120;7;MC1002
922;4/12/23;C1009;P112;6;MC1002
923;25/8/23;C1010;P112;9;MC1003
924;17/6/23;C1043;P107;8;MC1003
925;16/5/23;C1005;P109;4;MC1003
926;12/9/23;C1028;P110;5;MC1004
927;11/2/23;C1008;P108;8;MC1003
928;7/1/23;C1007;P115;7;MC1003
929;25/3/23;C1032;P117;2;MC1005
930;6/5/23;C1023;P107;9;MC1003
931;30/8/23;C1038;P120;2;MC1001
932;29/12/23;C1013;P109;3;MC1002
933;23/1/23;C1049;P103;4;MC1004
934;10/9/23;C1038;P111;2;MC1001
935;10/2/23;C1012;P105;3;MC1004
936;1/6/23;C1020;P106;7;MC1004
937;31/3/23;C1025;P117;9;MC1002
938;10/12/23;C1036;P109;3;MC1001
939;9/5/23;C1032;P104;1;MC1005
940;29/4/23;C1025;P104;6;MC1004
941;2/6/23;C1011;P116;2;MC1004
942;15/9/23;C1010;P109;5;MC1005
943;21/1/23;C1002;P115;1;MC1003
944;23/7/23;C1032;P104;8;MC1001
945;26/6/23;C1006;P101;8;MC1001
946;28/7/23;C1044;P115;5;MC1005
947;26/1/23;C1026;P107;6;MC1002
948;29/10/23;C1028;P106;7;MC1004
949;28/2/23;C1029;P102;10;MC1004
950;22/2/23;C1034;P111;7;MC1001
951;28/5/23;C1002;P116;2;MC1004
952;1/7/23;C1034;P107;1;MC1002
953;30/10/23;C1017;P116;10;MC1002
954;10/7/23;C1001;P110;6;MC1002
955;1/12/23;C1043;P105;7;MC1005
956;16/8/23;C1016;P107;6;MC1002
957;2/10/23;C1048;P116;4;MC1005
958;30/10/23;C1034;P119;3;MC1003
959;27/3/23;C1038;P107;9;MC1001
960;16/8/23;C1034;P108;3;MC1004
961;18/8/23;C1003;P104;6;MC1003
962;31/3/23;C1035;P103;3;MC1003
963;4/9/23;C1035;P101;4;MC1004
964;29/6/23;C1030;P105;6;MC1004
965;15/11/23;C1001;P114;8;MC1002
966;5/10/23;C1002;P103;3;MC1001
967;4/10/23;C1048;P106;8;MC1001
968;26/2/23;C1023;P103;3;MC1002
969;3/3/23;C1031;P118;6;MC1001
970;7/10/23;C1023;P108;4;MC1003
971;7/1/23;C1019;P120;10;MC1005
972;6/8/23;C1031;P111;4;MC1001
973;16/7/23;C1015;P114;1;MC1002
974;13/9/23;C1035;P112;10;MC1001
975;16/9/23;C1009;P112;5;MC1002
976;12/6/23;C1050;P102;2;MC1004
977;25/9/23;C1018;P113;2;MC1003
978;23/12/23;C1009;P119;8;MC1001
979;18/5/23;C1024;P105;3;MC1005
980;7/7/23;C1046;P106;7;MC1003
981;16/6/23;C1024;P106;3;MC1003
982;4/10/23;C1016;P117;7;MC1004
983;27/6/23;C1041;P107;9;MC1001
984;29/10/23;C1026;P111;8;MC1001
985;16/9/23;C1017;P116;4;MC1001
986;1/11/23;C1020;P105;3;MC1003
987;1/5/23;C1003;P106;6;MC1001
988;11/8/23;C1049;P118;8;MC1004
989;18/9/23;C1033;P103;1;MC1001
990;8/8/23;C1021;P107;9;MC1003
991;5/9/23;C1042;P116;2;MC1001
992;8/1/23;C1002;P108;5;MC1003
993;12/4/23;C1042;P111;10;MC1004
994;11/4/23;C1031;P112;8;MC1003
995;1/5/23;C1020;P120;10;MC1001
996;25/3/23;C1034;P119;2;MC1002
997;24/1/23;C1014;P113;9;MC1001
998;19/11/23;C1014;P112;1;MC1004
999;18/12/23;C1050;P115;5;MC1002
1000;20/9/23;C1013;P106;3;MC1005
1001;6/7/23;C1028;P115;7;MC1004
1002;30/9/23;C1049;P107;7;MC1005
1003;3/7/23;C1034;P106;10;MC1004
1004;7/9/23;C1048;P106;7;MC1003
1005;15/3/23;C1024;P120;8;MC1001
1006;24/2/23;C1014;P115;2;MC1003
1007;29/3/23;C1029;P102;6;MC1002
1008;4/3/23;C1010;P107;7;MC1003
1009;4/2/23;C1039;P109;7;MC1005
1010;19/6/23;C1050;P104;3;MC1005
1011;21/12/23;C1044;P102;5;MC1005
1012;25/8/23;C1038;P103;10;MC1002
1013;9/12/23;C1047;P120;5;MC1003
1014;9/4/23;C1037;P117;2;MC1005
1015;25/4/23;C1008;P116;6;MC1004
1016;14/11/23;C1027;P106;4;MC1005
1017;30/11/23;C1014;P120;8;MC1001
1018;21/5/23;C1008;P113;10;MC1004
1019;5/3/23;C1018;P108;2;MC1004
1020;11/3/23;C1005;P119;10;MC1004
1021;22/7/23;C1019;P104;5;MC1002
1022;7/10/23;C1011;P119;10;MC1004
1023;14/10/23;C1012;P115;7;MC1002
1024;19/5/23;C1018;P106;7;MC1005
1025;31/12/23;C1014;P109;3;MC1001
1026;29/7/23;C1013;P107;4;MC1005
1027;16/2/23;C1009;P118;7;MC1003
1028;5/1/23;C1009;P110;4;MC1005
1029;20/11/23;C1005;P118;3;MC1001
1030;28/8/23;C1028;P104;2;MC1002
1031;5/5/23;C1007;P104;3;MC1003
1032;3/2/23;C1022;P117;7;MC1003
1033;8/7/23;C1009;P120;2;MC1001
1034;8/12/23;C1031;P118;1;MC1004
1035;7/9/23;C1023;P113;3;MC1001
1036;22/7/23;C1032;P105;3;MC1003
1037;21/6/23;C1031;P107;8;MC1003
1038;16/12/23;C1035;P117;4;MC1003
1039;18/4/23;C1002;P101;4;MC1002
1040;15/8/23;C1040;P113;3;MC1003
1041;12/5/23;C1013;P118;8;MC1005
1042;5/8/23;C1013;P115;1;MC1003
1043;26/12/23;C1005;P110;10;MC1003
1044;1/1/24;C1002;P112;2;MC1003
1045;23/11/23;C1033;P114;1;MC1002
1046;21/6/23;C1013;P118;5;MC1004
1047;25/10/23;C1020;P108;6;MC1005
1048;14/10/23;C1010;P118;7;MC1002
1049;26/8/23;C1032;P112;6;MC1002
1050;26/2/23;C1048;P117;2;MC1002
1051;22/6/23;C1046;P118;7;MC1004
1052;28/11/23;C1014;P101;2;MC1004
1053;15/4/23;C1034;P114;2;MC1005
1054;1/9/23;C1001;P103;2;MC1002
1055;25/7/23;C1026;P110;7;MC1004
1056;17/1/23;C1013;P102;2;MC1004
1057;17/8/23;C1006;P116;1;MC1004
1058;17/11/23;C1028;P115;5;MC1003
1059;7/6/23;C1037;P107;4;MC1005
1060;3/9/23;C1028;P115;3;MC1003
1061;28/10/23;C1019;P116;3;MC1005
1062;9/4/23;C1041;P114;9;MC1003
1063;16/8/23;C1026;P113;2;MC1004
1064;17/2/23;C1012;P106;5;MC1002
1065;11/9/23;C1019;P102;1;MC1004
1066;29/9/23;C1002;P111;4;MC1002
1067;9/7/23;C1005;P113;7;MC1002
1068;10/11/23;C1023;P114;9;MC1004
1069;27/12/23;C1032;P108;6;MC1004
1070;30/8/23;C1006;P107;5;MC1005
1071;13/10/23;C1021;P102;10;MC1002
1072;29/5/23;C1042;P117;1;MC1004
1073;20/4/23;C1021;P106;6;MC1004
1074;18/8/23;C1034;P107;5;MC1001
1075;27/8/23;C1027;P113;7;MC1003
1076;30/3/23;C1044;P101;6;MC1004
1077;2/2/23;C1027;P111;10;MC1004
1078;30/6/23;C1037;P110;5;MC1001
1079;18/4/23;C1044;P116;6;MC1003
1080;28/4/23;C1020;P117;5;MC1003
1081;12/7/23;C1045;P113;9;MC1004
1082;31/7/23;C1032;P119;9;MC1001
1083;13/6/23;C1048;P111;9;MC1002
1084;31/8/23;C1045;P115;10;MC1001
1085;5/1/23;C1006;P119;7;MC1003
1086;15/10/23;C1032;P104;3;MC1005
1087;10/7/23;C1009;P104;9;MC1005
1088;5/9/23;C1010;P116;1;MC1003
1089;26/5/23;C1020;P112;8;MC1004
1090;6/5/23;C1043;P119;1;MC1005
1091;27/12/23;C1036;P108;9;MC1001
1092;13/2/23;C1035;P108;7;MC1002
1093;25/9/23;C1006;P114;5;MC1001
1094;3/4/23;C1001;P110;5;MC1003
1095;14/10/23;C1041;P117;5;MC1005
1096;12/5/23;C1008;P113;5;MC1002
1097;8/2/23;C1045;P107;2;MC1005
1098;30/6/23;C1040;P117;8;MC1004
1099;3/2/23;C1001;P115;4;MC1002
1100;1/5/23;C1043;P106;1;MC1004
1101;28/10/23;C1048;P102;4;MC1001
1102;1/3/23;C1033;P116;3;MC1005
1103;17/6/23;C1003;P101;1;MC1005
1104;30/4/23;C1002;P103;8;MC1001
1105;15/4/23;C1048;P111;7;MC1004
1106;13/1/23;C1040;P113;2;MC1005
1107;7/2/23;C1013;P118;8;MC1001
1108;2/2/23;C1027;P120;10;MC1004
1109;27/2/23;C1031;P110;1;MC1005
1110;8/9/23;C1042;P108;6;MC1001
1111;20/6/23;C1014;P108;2;MC1001
1112;12/2/23;C1030;P103;2;MC1005
1113;4/5/23;C1003;P118;2;MC1002
1114;2/4/23;C1036;P108;9;MC1002
1115;2/7/23;C1027;P118;4;MC1001
1116;3/9/23;C1034;P112;8;MC1005
1117;27/1/23;C1006;P109;3;MC1004
1118;1/11/23;C1006;P104;8;MC1002
1119;18/1/23;C1023;P116;1;MC1001
1120;14/4/23;C1029;P119;7;MC1004
1121;18/7/23;C1049;P107;10;MC1005
1122;14/1/23;C1031;P104;1;MC1005
1123;22/12/23;C1033;P107;4;MC1001
1124;20/9/23;C1001;P119;4;MC1005
1125;19/2/23;C1017;P102;9;MC1002
1126;20/12/23;C1035;P103;4;MC1002
1127;8/6/23;C1014;P104;5;MC1005
1128;4/3/23;C1049;P104;9;MC1005
1129;22/5/23;C1011;P107;5;MC1003
1130;27/10/23;C1034;P109;6;MC1001
1131;20/3/23;C1004;P107;8;MC1004
1132;23/9/23;C1003;P105;6;MC1003
1133;16/7/23;C1032;P120;3;MC1004
1134;13/8/23;C1024;P101;7;MC1001
1135;12/5/23;C1002;P116;3;MC1004
1136;28/12/23;C1037;P111;7;MC1004
1137;23/9/23;C1032;P105;4;MC1001
1138;6/12/23;C1032;P109;1;MC1003
1139;17/4/23;C1012;P116;6;MC1005
1140;18/2/23;C1050;P108;3;MC1004
1141;30/1/23;C1015;P107;1;MC1001
1142;9/2/23;C1021;P102;5;MC1001
1143;11/11/23;C1046;P118;6;MC1001
1144;2/1/23;C1024;P109;4;MC1005
1145;14/7/23;C1010;P108;7;MC1004
1146;14/7/23;C1049;P108;2;MC1002
1147;18/11/23;C1007;P111;10;MC1004
1148;16/3/23;C1039;P101;7;MC1003
1149;15/7/23;C1007;P119;8;MC1003
1150;9/9/23;C1007;P107;9;MC1003
1151;29/10/23;C1049;P107;2;MC1001
1152;11/10/23;C1008;P106;5;MC1005
1153;6/12/23;C1020;P109;4;MC1005
1154;30/3/23;C1011;P119;8;MC1002
1155;12/4/23;C1021;P120;3;MC1005
1156;30/8/23;C1033;P104;5;MC1004
1157;21/2/23;C1012;P110;1;MC1001
1158;13/11/23;C1050;P105;8;MC1005
1159;1/8/23;C1011;P115;8;MC1002
1160;24/9/23;C1038;P118;3;MC1001
1161;22/11/23;C1028;P103;3;MC1005
1162;10/9/23;C1045;P116;2;MC1002
1163;21/2/23;C1021;P110;5;MC1001
1164;24/10/23;C1046;P113;1;MC1003
1165;11/11/23;C1041;P117;4;MC1001
1166;4/4/23;C1004;P113;7;MC1004
1167;17/2/23;C1019;P106;8;MC1005
1168;24/11/23;C1022;P116;5;MC1001
1169;30/5/23;C1012;P111;8;MC1005
1170;17/2/23;C1026;P104;9;MC1005
1171;16/2/23;C1031;P116;2;MC1002
1172;21/8/23;C1020;P106;8;MC1001
1173;13/5/23;C1010;P116;4;MC1002
1174;1/8/23;C1026;P116;7;MC1001
1175;9/12/23;C1050;P101;5;MC1005
1176;9/7/23;C1042;P116;10;MC1001
1177;30/9/23;C1016;P114;4;MC1004
1178;1/1/24;C1017;P111;8;MC1002
1179;1/2/23;C1032;P109;7;MC1003
1180;25/11/23;C1008;P117;1;MC1003
1181;25/11/23;C1034;P109;2;MC1003
1182;2/1/23;C1005;P106;10;MC1004
1183;21/10/23;C1024;P103;8;MC1004
1184;5/10/23;C1043;P102;9;MC1002
1185;17/9/23;C1043;P115;10;MC1002
1186;29/3/23;C1045;P107;9;MC1003
1187;19/2/23;C1045;P119;4;MC1002
1188;28/11/23;C1034;P113;1;MC1001
1189;27/8/23;C1040;P103;4;MC1002
1190;3/7/23;C1036;P119;8;MC1004
1191;21/10/23;C1027;P118;4;MC1001
1192;13/6/23;C1041;P106;1;MC1003
1193;27/6/23;C1042;P120;10;MC1001
1194;16/3/23;C1048;P119;10;MC1002
1195;26/6/23;C1016;P120;9;MC1005
1196;11/3/23;C1004;P116;6;MC1005
1197;9/3/23;C1005;P109;1;MC1002
1198;22/10/23;C1007;P116;10;MC1003
1199;12/12/23;C1043;P113;5;MC1001
1200;4/9/23;C1019;P114;5;MC1001
1201;21/3/23;C1004;P118;2;MC1005
1202;2/11/23;C1006;P115;1;MC1003
1203;13/6/23;C1011;P105;3;MC1002
1204;15/2/23;C1011;P119;5;MC1005
1205;2/11/23;C1006;P115;10;MC1001
1206;13/8/23;C1019;P117;4;MC1002
1207;28/8/23;C1009;P107;5;MC1004
1208;5/8/23;C1015;P110;5;MC1005
1209;4/2/23;C1007;P119;1;MC1002
1210;28/1/23;C1001;P116;2;MC1004
1211;30/1/23;C1021;P105;3;MC1001
1212;3/9/23;C1027;P118;4;MC1001
1213;15/3/23;C1037;P113;6;MC1003
1214;26/4/23;C1021;P114;3;MC1003
1215;28/8/23;C1022;P103;8;MC1002
1216;26/4/23;C1049;P104;2;MC1001
1217;27/8/23;C1004;P110;6;MC1005
1218;8/4/23;C1028;P105;6;MC1004
1219;4/3/23;C1014;P118;5;MC1002
1220;15/7/23;C1036;P102;4;MC1003
1221;28/12/23;C1005;P109;4;MC1005
1222;17/11/23;C1045;P115;6;MC1001
1223;25/3/23;C1025;P108;7;MC1002
1224;22/6/23;C1049;P120;9;MC1005
1225;4/11/23;C1016;P118;1;MC1001
1226;19/3/23;C1047;P115;6;MC1005
1227;9/8/23;C1012;P112;8;MC1001
1228;25/3/23;C1022;P108;9;MC1002
1229;19/9/23;C1029;P107;9;MC1001
1230;22/8/23;C1046;P106;10;MC1005
1231;8/3/23;C1013;P111;3;MC1001
1232;17/3/23;C1007;P117;1;MC1004
1233;12/3/23;C1038;P105;2;MC1002
1234;13/8/23;C1018;P110;1;MC1001
1235;27/7/23;C1029;P108;7;MC1003
1236;19/4/23;C1018;P102;7;MC1005
1237;27/7/23;C1024;P118;7;MC1002
1238;10/6/23;C1022;P107;10;MC1005
1239;14/8/23;C1021;P120;3;MC1002
1240;13/7/23;C1041;P119;3;MC1001
1241;22/7/23;C1037;P118;4;MC1001
1242;2/11/23;C1028;P105;10;MC1005
1243;12/11/23;C1050;P106;2;MC1001
1244;18/2/23;C1042;P115;10;MC1002
1245;5/11/23;C1020;P105;9;MC1005
1246;10/1/23;C1039;P111;8;MC1004
1247;22/4/23;C1027;P120;8;MC1003
1248;3/1/23;C1038;P107;5;MC1005
1249;27/7/23;C1033;P104;3;MC1002
1250;26/11/23;C1038;P120;10;MC1002
1251;17/7/23;C1024;P114;6;MC1001
1252;9/3/23;C1001;P118;1;MC1001
1253;13/7/23;C1030;P101;1;MC1004
1254;6/4/23;C1048;P107;2;MC1003
1255;29/4/23;C1043;P111;3;MC1002
1256;22/4/23;C1004;P118;8;MC1002
